10_161	galg	2	author:Lukas Lewark;date:3 July 2023
10_162	galg	1	author:Lukas Lewark;date:3 July 2023
10_163	galg	1	author:Lukas Lewark;date:3 July 2023
10_164	galg	1	author:Lukas Lewark;date:3 July 2023
10_165	galg	1	author:Lukas Lewark;date:3 July 2023
11a_001	galg	1	author:Lukas Lewark;date:3 July 2023
11a_002	galg	2	author:Lukas Lewark;date:3 July 2023
11a_003	galg	1	author:Lukas Lewark;date:3 July 2023
11a_004	galg	1	author:Lukas Lewark;date:3 July 2023
11a_005	galg	1	author:Lukas Lewark;date:3 July 2023
11a_006	galg	1	author:Lukas Lewark;date:3 July 2023
11a_007	galg	1	author:Lukas Lewark;date:3 July 2023
11a_008	galg	1	author:Lukas Lewark;date:3 July 2023
11a_009	galg	2	author:Lukas Lewark;date:3 July 2023
11a_010	galg	1	author:Lukas Lewark;date:3 July 2023
11a_011	galg	1	author:Lukas Lewark;date:3 July 2023
11a_012	galg	1	author:Lukas Lewark;date:3 July 2023
11a_013	galg	1	author:Lukas Lewark;date:3 July 2023
11a_014	galg	1	author:Lukas Lewark;date:3 July 2023
11a_015	galg	1	author:Lukas Lewark;date:3 July 2023
11a_016	galg	1	author:Lukas Lewark;date:3 July 2023
11a_017	galg	1	author:Lukas Lewark;date:3 July 2023
11a_018	galg	1	author:Lukas Lewark;date:3 July 2023
11a_019	galg	1	author:Lukas Lewark;date:3 July 2023
11a_020	galg	2	author:Lukas Lewark;date:3 July 2023
11a_021	galg	1	author:Lukas Lewark;date:3 July 2023
11a_022	galg	2	author:Lukas Lewark;date:3 July 2023
11a_023	galg	1	author:Lukas Lewark;date:3 July 2023
11a_024	galg	1	author:Lukas Lewark;date:3 July 2023
11a_025	galg	1	author:Lukas Lewark;date:3 July 2023
11a_026	galg	1	author:Lukas Lewark;date:3 July 2023
11a_027	galg	1	author:Lukas Lewark;date:3 July 2023
11a_028	galg	1	author:Lukas Lewark;date:3 July 2023
11a_029	galg	1	author:Lukas Lewark;date:3 July 2023
11a_030	galg	1	author:Lukas Lewark;date:3 July 2023
11a_031	galg	2	author:Lukas Lewark;date:3 July 2023
11a_032	galg	1	author:Lukas Lewark;date:3 July 2023
11a_033	galg	1	author:Lukas Lewark;date:3 July 2023
11a_034	galg	1	author:Lukas Lewark;date:3 July 2023
11a_035	galg	1	author:Lukas Lewark;date:3 July 2023
11a_036	galg	1	author:Lukas Lewark;date:3 July 2023
11a_037	galg	1	author:Lukas Lewark;date:3 July 2023
11a_038	galg	1	author:Lukas Lewark;date:3 July 2023
11a_039	galg	1	author:Lukas Lewark;date:3 July 2023
11a_040	galg	2	author:Lukas Lewark;date:3 July 2023
11a_041	galg	1	author:Lukas Lewark;date:3 July 2023
11a_042	galg	1	author:Lukas Lewark;date:3 July 2023
11a_043	galg	3	author:Lukas Lewark;date:3 July 2023
11a_044	galg	1	author:Lukas Lewark;date:3 July 2023
11a_045	galg	1	author:Lukas Lewark;date:3 July 2023
11a_046	galg	1	author:Lukas Lewark;date:3 July 2023
11a_047	galg	1	author:Lukas Lewark;date:3 July 2023
11a_048	galg	2	author:Lukas Lewark;date:3 July 2023
11a_049	galg	2	author:Lukas Lewark;date:3 July 2023
11a_050	galg	1	author:Lukas Lewark;date:3 July 2023
11a_051	galg	1	author:Lukas Lewark;date:3 July 2023
11a_052	galg	1	author:Lukas Lewark;date:3 July 2023
